
WLA DX: 6809 mnemonics listed in opcode order.

If you notice any errors or something is missing, please
open an issue @ https://github.com/vhelin/wla-dx


x = 8bit
? = 16bit
s = 5bit signed ([-16, +15])



$00 "NEG x"
$6AE2 "DEC,-S"
$6AE3 "DEC,--S"
$6AE4 "DEC,S"
$6AE5 "DEC B,S"
$6AE6 "DEC A,S"
$6AE8 "DEC x,S"
$6AE9 "DEC ?,S"
$6AEB "DEC D,S"
$6AF1 "DEC (,S++)"
$6AF3 "DEC (,--S)"
$6AF4 "DEC (,S)"
$6AF5 "DEC (B,S)"
$6AF6 "DEC (A,S)"
$6AF8 "DEC (x,S)"
$6AF9 "DEC (?,S)"
$6AFB "DEC (D,S)"
$6C00 "INC s,X"
$6C20 "INC s,Y"
$6C40 "INC s,U"
$6C60 "INC s,S"
$6C80 "INC,X+"
$6C81 "INC,X++"
$6C82 "INC,-X"
$6C83 "INC,--X"
$6C84 "INC,X"
$6C85 "INC B,X"
$6C86 "INC A,X"
$6C88 "INC x,X"
$6C89 "INC ?,X"
$6C8B "INC D,X"
$6C8C "INC x,PCR"
$6C8D "INC ?,PCR"
$6C91 "INC (,X++)"
$6C93 "INC (,--X)"
$6C94 "INC (,X)"
$6C95 "INC (B,X)"
$6C96 "INC (A,X)"
$6C98 "INC (x,X)"
$6C99 "INC (?,X)"
$6C9B "INC (D,X)"
$6C9C "INC (x,PCR)"
$6C9D "INC (?,PCR)"
$6C9F "INC (?)"
$6CA0 "INC,Y+"
$6CA1 "INC,Y++"
$6CA2 "INC,-Y"
$6CA3 "INC,--Y"
$6CA4 "INC,Y"
$6CA5 "INC B,Y"
$6CA6 "INC A,Y"
$6CA8 "INC x,Y"
$6CA9 "INC ?,Y"
$6CAB "INC D,Y"
$6CB1 "INC (,Y++)"
$6CB3 "INC (,--Y)"
$6CB4 "INC (,Y)"
$6CB5 "INC (B,Y)"
$6CB6 "INC (A,Y)"
$6CB8 "INC (x,Y)"
$6CB9 "INC (?,Y)"
$6CBB "INC (D,Y)"
$6CC0 "INC,U+"
$6CC1 "INC,U++"
$6CC2 "INC,-U"
$6CC3 "INC,--U"
$6CC4 "INC,U"
$6CC5 "INC B,U"
$6CC6 "INC A,U"
$6CC8 "INC x,U"
$6CC9 "INC ?,U"
$6CCB "INC D,U"
$6CD1 "INC (,U++)"
$6CD3 "INC (,--U)"
$6CD4 "INC (,U)"
$6CD5 "INC (B,U)"
$6CD6 "INC (A,U)"
$6CD8 "INC (x,U)"
$6CD9 "INC (?,U)"
$6CDB "INC (D,U)"
$6CE0 "INC,S+"
$6CE1 "INC,S++"
$6CE2 "INC,-S"
$6CE3 "INC,--S"
$6CE4 "INC,S"
$6CE5 "INC B,S"
$6CE6 "INC A,S"
$6CE8 "INC x,S"
$6CE9 "INC ?,S"
$6CEB "INC D,S"
$6CF1 "INC (,S++)"
$6CF3 "INC (,--S)"
$6CF4 "INC (,S)"
$6CF5 "INC (B,S)"
$6CF6 "INC (A,S)"
$6CF8 "INC (x,S)"
$6CF9 "INC (?,S)"
$6CFB "INC (D,S)"
$6D00 "TST s,X"
$6D20 "TST s,Y"
$6D40 "TST s,U"
$6D60 "TST s,S"
$6D80 "TST,X+"
$6D81 "TST,X++"
$6D82 "TST,-X"
$6D83 "TST,--X"
$6D84 "TST,X"
$6D85 "TST B,X"
$6D86 "TST A,X"
$6D88 "TST x,X"
$6D89 "TST ?,X"
$6D8B "TST D,X"
$6D8C "TST x,PCR"
$6D8D "TST ?,PCR"
$6D91 "TST (,X++)"
$6D93 "TST (,--X)"
$6D94 "TST (,X)"
$6D95 "TST (B,X)"
$6D96 "TST (A,X)"
$6D98 "TST (x,X)"
$6D99 "TST (?,X)"
$6D9B "TST (D,X)"
$6D9C "TST (x,PCR)"
$6D9D "TST (?,PCR)"
$6D9F "TST (?)"
$6DA0 "TST,Y+"
$6DA1 "TST,Y++"
$6DA2 "TST,-Y"
$6DA3 "TST,--Y"
$6DA4 "TST,Y"
$6DA5 "TST B,Y"
$6DA6 "TST A,Y"
$6DA8 "TST x,Y"
$6DA9 "TST ?,Y"
$6DAB "TST D,Y"
$6DB1 "TST (,Y++)"
$6DB3 "TST (,--Y)"
$6DB4 "TST (,Y)"
$6DB5 "TST (B,Y)"
$6DB6 "TST (A,Y)"
$6DB8 "TST (x,Y)"
$6DB9 "TST (?,Y)"
$6DBB "TST (D,Y)"
$6DC0 "TST,U+"
$6DC1 "TST,U++"
$6DC2 "TST,-U"
$6DC3 "TST,--U"
$6DC4 "TST,U"
$6DC5 "TST B,U"
$6DC6 "TST A,U"
$6DC8 "TST x,U"
$6DC9 "TST ?,U"
$6DCB "TST D,U"
$6DD1 "TST (,U++)"
$6DD3 "TST (,--U)"
$6DD4 "TST (,U)"
$6DD5 "TST (B,U)"
$6DD6 "TST (A,U)"
$6DD8 "TST (x,U)"
$6DD9 "TST (?,U)"
$6DDB "TST (D,U)"
$6DE0 "TST,S+"
$6DE1 "TST,S++"
$6DE2 "TST,-S"
$6DE3 "TST,--S"
$6DE4 "TST,S"
$6DE5 "TST B,S"
$6DE6 "TST A,S"
$6DE8 "TST x,S"
$6DE9 "TST ?,S"
$6DEB "TST D,S"
$6DF1 "TST (,S++)"
$6DF3 "TST (,--S)"
$6DF4 "TST (,S)"
$6DF5 "TST (B,S)"
$6DF6 "TST (A,S)"
$6DF8 "TST (x,S)"
$6DF9 "TST (?,S)"
$6DFB "TST (D,S)"
$6E00 "JMP s,X"
$6E20 "JMP s,Y"
$6E40 "JMP s,U"
$6E60 "JMP s,S"
$6E80 "JMP,X+"
$6E81 "JMP,X++"
$6E82 "JMP,-X"
$6E83 "JMP,--X"
$6E84 "JMP,X"
$6E85 "JMP B,X"
$6E86 "JMP A,X"
$6E88 "JMP x,X"
$6E89 "JMP ?,X"
$6E8B "JMP D,X"
$6E8C "JMP x,PCR"
$6E8D "JMP ?,PCR"
$6E91 "JMP (,X++)"
$6E93 "JMP (,--X)"
$6E94 "JMP (,X)"
$6E95 "JMP (B,X)"
$6E96 "JMP (A,X)"
$6E98 "JMP (x,X)"
$6E99 "JMP (?,X)"
$6E9B "JMP (D,X)"
$6E9C "JMP (x,PCR)"
$6E9D "JMP (?,PCR)"
$6E9F "JMP (?)"
$6EA0 "JMP,Y+"
$6EA1 "JMP,Y++"
$6EA2 "JMP,-Y"
$6EA3 "JMP,--Y"
$6EA4 "JMP,Y"
$6EA5 "JMP B,Y"
$6EA6 "JMP A,Y"
$6EA8 "JMP x,Y"
$6EA9 "JMP ?,Y"
$6EAB "JMP D,Y"
$6EB1 "JMP (,Y++)"
$6EB3 "JMP (,--Y)"
$6EB4 "JMP (,Y)"
$6EB5 "JMP (B,Y)"
$6EB6 "JMP (A,Y)"
$6EB8 "JMP (x,Y)"
$6EB9 "JMP (?,Y)"
$6EBB "JMP (D,Y)"
$6EC0 "JMP,U+"
$6EC1 "JMP,U++"
$6EC2 "JMP,-U"
$6EC3 "JMP,--U"
$6EC4 "JMP,U"
$6EC5 "JMP B,U"
$6EC6 "JMP A,U"
$6EC8 "JMP x,U"
$6EC9 "JMP ?,U"
$6ECB "JMP D,U"
$6ED1 "JMP (,U++)"
$6ED3 "JMP (,--U)"
$6ED4 "JMP (,U)"
$6ED5 "JMP (B,U)"
$6ED6 "JMP (A,U)"
$6ED8 "JMP (x,U)"
$6ED9 "JMP (?,U)"
$6EDB "JMP (D,U)"
$6EE0 "JMP,S+"
$6EE1 "JMP,S++"
$6EE2 "JMP,-S"
$6EE3 "JMP,--S"
$6EE4 "JMP,S"
$6EE5 "JMP B,S"
$6EE6 "JMP A,S"
$6EE8 "JMP x,S"
$6EE9 "JMP ?,S"
$6EEB "JMP D,S"
$6EF1 "JMP (,S++)"
$6EF3 "JMP (,--S)"
$6EF4 "JMP (,S)"
$6EF5 "JMP (B,S)"
$6EF6 "JMP (A,S)"
$6EF8 "JMP (x,S)"
$6EF9 "JMP (?,S)"
$6EFB "JMP (D,S)"
$6F00 "CLR s,X"
$6F20 "CLR s,Y"
$6F40 "CLR s,U"
$6F60 "CLR s,S"
$6F80 "CLR,X+"
$6F81 "CLR,X++"
$6F82 "CLR,-X"
$6F83 "CLR,--X"
$6F84 "CLR,X"
$6F85 "CLR B,X"
$6F86 "CLR A,X"
$6F88 "CLR x,X"
$6F89 "CLR ?,X"
$6F8B "CLR D,X"
$6F8C "CLR x,PCR"
$6F8D "CLR ?,PCR"
$6F91 "CLR (,X++)"
$6F93 "CLR (,--X)"
$6F94 "CLR (,X)"
$6F95 "CLR (B,X)"
$6F96 "CLR (A,X)"
$6F98 "CLR (x,X)"
$6F99 "CLR (?,X)"
$6F9B "CLR (D,X)"
$6F9C "CLR (x,PCR)"
$6F9D "CLR (?,PCR)"
$6F9F "CLR (?)"
$6FA0 "CLR,Y+"
$6FA1 "CLR,Y++"
$6FA2 "CLR,-Y"
$6FA3 "CLR,--Y"
$6FA4 "CLR,Y"
$6FA5 "CLR B,Y"
$6FA6 "CLR A,Y"
$6FA8 "CLR x,Y"
$6FA9 "CLR ?,Y"
$6FAB "CLR D,Y"
$6FB1 "CLR (,Y++)"
$6FB3 "CLR (,--Y)"
$6FB4 "CLR (,Y)"
$6FB5 "CLR (B,Y)"
$6FB6 "CLR (A,Y)"
$6FB8 "CLR (x,Y)"
$6FB9 "CLR (?,Y)"
$6FBB "CLR (D,Y)"
$6FC0 "CLR,U+"
$6FC1 "CLR,U++"
$6FC2 "CLR,-U"
$6FC3 "CLR,--U"
$6FC4 "CLR,U"
$6FC5 "CLR B,U"
$6FC6 "CLR A,U"
$6FC8 "CLR x,U"
$6FC9 "CLR ?,U"
$6FCB "CLR D,U"
$6FD1 "CLR (,U++)"
$6FD3 "CLR (,--U)"
$6FD4 "CLR (,U)"
$6FD5 "CLR (B,U)"
$6FD6 "CLR (A,U)"
$6FD8 "CLR (x,U)"
$6FD9 "CLR (?,U)"
$6FDB "CLR (D,U)"
$6FE0 "CLR,S+"
$6FE1 "CLR,S++"
$6FE2 "CLR,-S"
$6FE3 "CLR,--S"
$6FE4 "CLR,S"
$6FE5 "CLR B,S"
$6FE6 "CLR A,S"
$6FE8 "CLR x,S"
$6FE9 "CLR ?,S"
$6FEB "CLR D,S"
$6FF1 "CLR (,S++)"
$6FF3 "CLR (,--S)"
$6FF4 "CLR (,S)"
$6FF5 "CLR (B,S)"
$6FF6 "CLR (A,S)"
$6FF8 "CLR (x,S)"
$6FF9 "CLR (?,S)"
$6FFB "CLR (D,S)"
$70 "NEG ?"
$73 "COM ?"
$74 "LSR ?"
$76 "ROR ?"
$77 "ASR ?"
$78 "ASL ?"
$78 "LSL ?"
$79 "ROL ?"
$7A "DEC ?"
$7C "INC ?"
$7D "TST ?"
$7E "JMP ?"
$7F "CLR ?"
$80 "SUBA #x"
$81 "CMPA #x"
$82 "SBCA #x"
$83 "SUBD #x"
$84 "ANDA #x"
$85 "BITA #x"
$86 "LDA #x"
$88 "EORA #x"
$89 "ADCA #x"
$8A "ORA #x"
$8B "ADDA #x"
$8C "CMPX #x"
$8D "BSR x"
$8E "LDX #x"
$90 "SUBA x"
$91 "CMPA x"
$92 "SBCA x"
$93 "SUBD x"
$94 "ANDA x"
$95 "BITA x"
$96 "LDA x"
$97 "STA x"
$98 "EORA x"
$99 "ADCA x"
$9A "ORA x"
$9B "ADDA x"
$9C "CMPX x"
$9D "JSR x"
$9E "LDX x"
$9F "STX x"
$A000 "SUBA s,X"
$A020 "SUBA s,Y"
$A040 "SUBA s,U"
$A060 "SUBA s,S"
$A080 "SUBA,X+"
$A081 "SUBA,X++"
$A082 "SUBA,-X"
$A083 "SUBA,--X"
$A084 "SUBA,X"
$A085 "SUBA B,X"
$A086 "SUBA A,X"
$A088 "SUBA x,X"
$A089 "SUBA ?,X"
$A08B "SUBA D,X"
$A08C "SUBA x,PCR"
$A08D "SUBA ?,PCR"
$A091 "SUBA (,X++)"
$A093 "SUBA (,--X)"
$A094 "SUBA (,X)"
$A095 "SUBA (B,X)"
$A096 "SUBA (A,X)"
$A098 "SUBA (x,X)"
$A099 "SUBA (?,X)"
$A09B "SUBA (D,X)"
$A09C "SUBA (x,PCR)"
$A09D "SUBA (?,PCR)"
$A09F "SUBA (?)"
$A0A0 "SUBA,Y+"
$A0A1 "SUBA,Y++"
$A0A2 "SUBA,-Y"
$A0A3 "SUBA,--Y"
$A0A4 "SUBA,Y"
$A0A5 "SUBA B,Y"
$A0A6 "SUBA A,Y"
$A0A8 "SUBA x,Y"
$A0A9 "SUBA ?,Y"
$A0AB "SUBA D,Y"
$A0B1 "SUBA (,Y++)"
$A0B3 "SUBA (,--Y)"
$A0B4 "SUBA (,Y)"
$A0B5 "SUBA (B,Y)"
$A0B6 "SUBA (A,Y)"
$A0B8 "SUBA (x,Y)"
$A0B9 "SUBA (?,Y)"
$A0BB "SUBA (D,Y)"
$A0C0 "SUBA,U+"
$A0C1 "SUBA,U++"
$A0C2 "SUBA,-U"
$A0C3 "SUBA,--U"
$A0C4 "SUBA,U"
$A0C5 "SUBA B,U"
$A0C6 "SUBA A,U"
$A0C8 "SUBA x,U"
$A0C9 "SUBA ?,U"
$A0CB "SUBA D,U"
$A0D1 "SUBA (,U++)"
$A0D3 "SUBA (,--U)"
$A0D4 "SUBA (,U)"
$A0D5 "SUBA (B,U)"
$A0D6 "SUBA (A,U)"
$A0D8 "SUBA (x,U)"
$A0D9 "SUBA (?,U)"
$A0DB "SUBA (D,U)"
$A0E0 "SUBA,S+"
$A0E1 "SUBA,S++"
$A0E2 "SUBA,-S"
$A0E3 "SUBA,--S"
$A0E4 "SUBA,S"
$A0E5 "SUBA B,S"
$A0E6 "SUBA A,S"
$A0E8 "SUBA x,S"
$A0E9 "SUBA ?,S"
$A0EB "SUBA D,S"
$A0F1 "SUBA (,S++)"
$A0F3 "SUBA (,--S)"
$A0F4 "SUBA (,S)"
$A0F5 "SUBA (B,S)"
$A0F6 "SUBA (A,S)"
$A0F8 "SUBA (x,S)"
$A0F9 "SUBA (?,S)"
$A0FB "SUBA (D,S)"
$A100 "CMPA s,X"
$A120 "CMPA s,Y"
$A140 "CMPA s,U"
$A160 "CMPA s,S"
$A180 "CMPA,X+"
$A181 "CMPA,X++"
$A182 "CMPA,-X"
$A183 "CMPA,--X"
$A184 "CMPA,X"
$A185 "CMPA B,X"
$A186 "CMPA A,X"
$A188 "CMPA x,X"
$A189 "CMPA ?,X"
$A18B "CMPA D,X"
$A18C "CMPA x,PCR"
$A18D "CMPA ?,PCR"
$A191 "CMPA (,X++)"
$A193 "CMPA (,--X)"
$A194 "CMPA (,X)"
$A195 "CMPA (B,X)"
$A196 "CMPA (A,X)"
$A198 "CMPA (x,X)"
$A199 "CMPA (?,X)"
$A19B "CMPA (D,X)"
$A19C "CMPA (x,PCR)"
$A19D "CMPA (?,PCR)"
$A19F "CMPA (?)"
$A1A0 "CMPA,Y+"
$A1A1 "CMPA,Y++"
$A1A2 "CMPA,-Y"
$A1A3 "CMPA,--Y"
$A1A4 "CMPA,Y"
$A1A5 "CMPA B,Y"
$A1A6 "CMPA A,Y"
$A1A8 "CMPA x,Y"
$A1A9 "CMPA ?,Y"
$A1AB "CMPA D,Y"
$A1B1 "CMPA (,Y++)"
$A1B3 "CMPA (,--Y)"
$A1B4 "CMPA (,Y)"
$A1B5 "CMPA (B,Y)"
$A1B6 "CMPA (A,Y)"
$A1B8 "CMPA (x,Y)"
$A1B9 "CMPA (?,Y)"
$A1BB "CMPA (D,Y)"
$A1C0 "CMPA,U+"
$A1C1 "CMPA,U++"
$A1C2 "CMPA,-U"
$A1C3 "CMPA,--U"
$A1C4 "CMPA,U"
$A1C5 "CMPA B,U"
$A1C6 "CMPA A,U"
$A1C8 "CMPA x,U"
$A1C9 "CMPA ?,U"
$A1CB "CMPA D,U"
$A1D1 "CMPA (,U++)"
$A1D3 "CMPA (,--U)"
$A1D4 "CMPA (,U)"
$A1D5 "CMPA (B,U)"
$A1D6 "CMPA (A,U)"
$A1D8 "CMPA (x,U)"
$A1D9 "CMPA (?,U)"
$A1DB "CMPA (D,U)"
$A1E0 "CMPA,S+"
$A1E1 "CMPA,S++"
$A1E2 "CMPA,-S"
$A1E3 "CMPA,--S"
$A1E4 "CMPA,S"
$A1E5 "CMPA B,S"
$A1E6 "CMPA A,S"
$A1E8 "CMPA x,S"
$A1E9 "CMPA ?,S"
$A1EB "CMPA D,S"
$A1F1 "CMPA (,S++)"
$A1F3 "CMPA (,--S)"
$A1F4 "CMPA (,S)"
$A1F5 "CMPA (B,S)"
$A1F6 "CMPA (A,S)"
$A1F8 "CMPA (x,S)"
$A1F9 "CMPA (?,S)"
$A1FB "CMPA (D,S)"
$A200 "SBCA s,X"
$A220 "SBCA s,Y"
$A240 "SBCA s,U"
$A260 "SBCA s,S"
$A280 "SBCA,X+"
$A281 "SBCA,X++"
$A282 "SBCA,-X"
$A283 "SBCA,--X"
$A284 "SBCA,X"
$A285 "SBCA B,X"
$A286 "SBCA A,X"
$A288 "SBCA x,X"
$A289 "SBCA ?,X"
$A28B "SBCA D,X"
$A28C "SBCA x,PCR"
$A28D "SBCA ?,PCR"
$A291 "SBCA (,X++)"
$A293 "SBCA (,--X)"
$A294 "SBCA (,X)"
$A295 "SBCA (B,X)"
$A296 "SBCA (A,X)"
$A298 "SBCA (x,X)"
$A299 "SBCA (?,X)"
$A29B "SBCA (D,X)"
$A29C "SBCA (x,PCR)"
$A29D "SBCA (?,PCR)"
$A29F "SBCA (?)"
$A2A0 "SBCA,Y+"
$A2A1 "SBCA,Y++"
$A2A2 "SBCA,-Y"
$A2A3 "SBCA,--Y"
$A2A4 "SBCA,Y"
$A2A5 "SBCA B,Y"
$A2A6 "SBCA A,Y"
$A2A8 "SBCA x,Y"
$A2A9 "SBCA ?,Y"
$A2AB "SBCA D,Y"
$A2B1 "SBCA (,Y++)"
$A2B3 "SBCA (,--Y)"
$A2B4 "SBCA (,Y)"
$A2B5 "SBCA (B,Y)"
$A2B6 "SBCA (A,Y)"
$A2B8 "SBCA (x,Y)"
$A2B9 "SBCA (?,Y)"
$A2BB "SBCA (D,Y)"
$A2C0 "SBCA,U+"
$A2C1 "SBCA,U++"
$A2C2 "SBCA,-U"
$A2C3 "SBCA,--U"
$A2C4 "SBCA,U"
$A2C5 "SBCA B,U"
$A2C6 "SBCA A,U"
$A2C8 "SBCA x,U"
$A2C9 "SBCA ?,U"
$A2CB "SBCA D,U"
$A2D1 "SBCA (,U++)"
$A2D3 "SBCA (,--U)"
$A2D4 "SBCA (,U)"
$A2D5 "SBCA (B,U)"
$A2D6 "SBCA (A,U)"
$A2D8 "SBCA (x,U)"
$A2D9 "SBCA (?,U)"
$A2DB "SBCA (D,U)"
$A2E0 "SBCA,S+"
$A2E1 "SBCA,S++"
$A2E2 "SBCA,-S"
$A2E3 "SBCA,--S"
$A2E4 "SBCA,S"
$A2E5 "SBCA B,S"
$A2E6 "SBCA A,S"
$A2E8 "SBCA x,S"
$A2E9 "SBCA ?,S"
$A2EB "SBCA D,S"
$A2F1 "SBCA (,S++)"
$A2F3 "SBCA (,--S)"
$A2F4 "SBCA (,S)"
$A2F5 "SBCA (B,S)"
$A2F6 "SBCA (A,S)"
$A2F8 "SBCA (x,S)"
$A2F9 "SBCA (?,S)"
$A2FB "SBCA (D,S)"
$A300 "SUBD s,X"
$A320 "SUBD s,Y"
$A340 "SUBD s,U"
$A360 "SUBD s,S"
$A380 "SUBD,X+"
$A381 "SUBD,X++"
$A382 "SUBD,-X"
$A383 "SUBD,--X"
$A384 "SUBD,X"
$A385 "SUBD B,X"
$A386 "SUBD A,X"
$A388 "SUBD x,X"
$A389 "SUBD ?,X"
$A38B "SUBD D,X"
$A38C "SUBD x,PCR"
$A38D "SUBD ?,PCR"
$A391 "SUBD (,X++)"
$A393 "SUBD (,--X)"
$A394 "SUBD (,X)"
$A395 "SUBD (B,X)"
$A396 "SUBD (A,X)"
$A398 "SUBD (x,X)"
$A399 "SUBD (?,X)"
$A39B "SUBD (D,X)"
$A39C "SUBD (x,PCR)"
$A39D "SUBD (?,PCR)"
$A39F "SUBD (?)"
$A3A0 "SUBD,Y+"
$A3A1 "SUBD,Y++"
$A3A2 "SUBD,-Y"
$A3A3 "SUBD,--Y"
$A3A4 "SUBD,Y"
$A3A5 "SUBD B,Y"
$A3A6 "SUBD A,Y"
$A3A8 "SUBD x,Y"
$A3A9 "SUBD ?,Y"
$A3AB "SUBD D,Y"
$A3B1 "SUBD (,Y++)"
$A3B3 "SUBD (,--Y)"
$A3B4 "SUBD (,Y)"
$A3B5 "SUBD (B,Y)"
$A3B6 "SUBD (A,Y)"
$A3B8 "SUBD (x,Y)"
$A3B9 "SUBD (?,Y)"
$A3BB "SUBD (D,Y)"
$A3C0 "SUBD,U+"
$A3C1 "SUBD,U++"
$A3C2 "SUBD,-U"
$A3C3 "SUBD,--U"
$A3C4 "SUBD,U"
$A3C5 "SUBD B,U"
$A3C6 "SUBD A,U"
$A3C8 "SUBD x,U"
$A3C9 "SUBD ?,U"
$A3CB "SUBD D,U"
$A3D1 "SUBD (,U++)"
$A3D3 "SUBD (,--U)"
$A3D4 "SUBD (,U)"
$A3D5 "SUBD (B,U)"
$A3D6 "SUBD (A,U)"
$A3D8 "SUBD (x,U)"
$A3D9 "SUBD (?,U)"
$A3DB "SUBD (D,U)"
$A3E0 "SUBD,S+"
$A3E1 "SUBD,S++"
$A3E2 "SUBD,-S"
$A3E3 "SUBD,--S"
$A3E4 "SUBD,S"
$A3E5 "SUBD B,S"
$A3E6 "SUBD A,S"
$A3E8 "SUBD x,S"
$A3E9 "SUBD ?,S"
$A3EB "SUBD D,S"
$A3F1 "SUBD (,S++)"
$A3F3 "SUBD (,--S)"
$A3F4 "SUBD (,S)"
$A3F5 "SUBD (B,S)"
$A3F6 "SUBD (A,S)"
$A3F8 "SUBD (x,S)"
$A3F9 "SUBD (?,S)"
$A3FB "SUBD (D,S)"
$A400 "ANDA s,X"
$A420 "ANDA s,Y"
$A440 "ANDA s,U"
$A460 "ANDA s,S"
$A480 "ANDA,X+"
$A481 "ANDA,X++"
$A482 "ANDA,-X"
$A483 "ANDA,--X"
$A484 "ANDA,X"
$A485 "ANDA B,X"
$A486 "ANDA A,X"
$A488 "ANDA x,X"
$A489 "ANDA ?,X"
$A48B "ANDA D,X"
$A48C "ANDA x,PCR"
$A48D "ANDA ?,PCR"
$A491 "ANDA (,X++)"
$A493 "ANDA (,--X)"
$A494 "ANDA (,X)"
$A495 "ANDA (B,X)"
$A496 "ANDA (A,X)"
$A498 "ANDA (x,X)"
$A499 "ANDA (?,X)"
$A49B "ANDA (D,X)"
$A49C "ANDA (x,PCR)"
$A49D "ANDA (?,PCR)"
$A49F "ANDA (?)"
$A4A0 "ANDA,Y+"
$A4A1 "ANDA,Y++"
$A4A2 "ANDA,-Y"
$A4A3 "ANDA,--Y"
$A4A4 "ANDA,Y"
$A4A5 "ANDA B,Y"
$A4A6 "ANDA A,Y"
$A4A8 "ANDA x,Y"
$A4A9 "ANDA ?,Y"
$A4AB "ANDA D,Y"
$A4B1 "ANDA (,Y++)"
$A4B3 "ANDA (,--Y)"
$A4B4 "ANDA (,Y)"
$A4B5 "ANDA (B,Y)"
$A4B6 "ANDA (A,Y)"
$A4B8 "ANDA (x,Y)"
$A4B9 "ANDA (?,Y)"
$A4BB "ANDA (D,Y)"
$A4C0 "ANDA,U+"
$A4C1 "ANDA,U++"
$A4C2 "ANDA,-U"
$A4C3 "ANDA,--U"
$A4C4 "ANDA,U"
$A4C5 "ANDA B,U"
$A4C6 "ANDA A,U"
$A4C8 "ANDA x,U"
$A4C9 "ANDA ?,U"
$A4CB "ANDA D,U"
$A4D1 "ANDA (,U++)"
$A4D3 "ANDA (,--U)"
$A4D4 "ANDA (,U)"
$A4D5 "ANDA (B,U)"
$A4D6 "ANDA (A,U)"
$A4D8 "ANDA (x,U)"
$A4D9 "ANDA (?,U)"
$A4DB "ANDA (D,U)"
$A4E0 "ANDA,S+"
$A4E1 "ANDA,S++"
$A4E2 "ANDA,-S"
$A4E3 "ANDA,--S"
$A4E4 "ANDA,S"
$A4E5 "ANDA B,S"
$A4E6 "ANDA A,S"
$A4E8 "ANDA x,S"
$A4E9 "ANDA ?,S"
$A4EB "ANDA D,S"
$A4F1 "ANDA (,S++)"
$A4F3 "ANDA (,--S)"
$A4F4 "ANDA (,S)"
$A4F5 "ANDA (B,S)"
$A4F6 "ANDA (A,S)"
$A4F8 "ANDA (x,S)"
$A4F9 "ANDA (?,S)"
$A4FB "ANDA (D,S)"
$A500 "BITA s,X"
$A520 "BITA s,Y"
$A540 "BITA s,U"
$A560 "BITA s,S"
$A580 "BITA,X+"
$A581 "BITA,X++"
$A582 "BITA,-X"
$A583 "BITA,--X"
$A584 "BITA,X"
$A585 "BITA B,X"
$A586 "BITA A,X"
$A588 "BITA x,X"
$A589 "BITA ?,X"
$A58B "BITA D,X"
$A58C "BITA x,PCR"
$A58D "BITA ?,PCR"
$A591 "BITA (,X++)"
$A593 "BITA (,--X)"
$A594 "BITA (,X)"
$A595 "BITA (B,X)"
$A596 "BITA (A,X)"
$A598 "BITA (x,X)"
$A599 "BITA (?,X)"
$A59B "BITA (D,X)"
$A59C "BITA (x,PCR)"
$A59D "BITA (?,PCR)"
$A59F "BITA (?)"
$A5A0 "BITA,Y+"
$A5A1 "BITA,Y++"
$A5A2 "BITA,-Y"
$A5A3 "BITA,--Y"
$A5A4 "BITA,Y"
$A5A5 "BITA B,Y"
$A5A6 "BITA A,Y"
$A5A8 "BITA x,Y"
$A5A9 "BITA ?,Y"
$A5AB "BITA D,Y"
$A5B1 "BITA (,Y++)"
$A5B3 "BITA (,--Y)"
$A5B4 "BITA (,Y)"
$A5B5 "BITA (B,Y)"
$A5B6 "BITA (A,Y)"
$A5B8 "BITA (x,Y)"
$A5B9 "BITA (?,Y)"
$A5BB "BITA (D,Y)"
$A5C0 "BITA,U+"
$A5C1 "BITA,U++"
$A5C2 "BITA,-U"
$A5C3 "BITA,--U"
$A5C4 "BITA,U"
$A5C5 "BITA B,U"
$A5C6 "BITA A,U"
$A5C8 "BITA x,U"
$A5C9 "BITA ?,U"
$A5CB "BITA D,U"
$A5D1 "BITA (,U++)"
$A5D3 "BITA (,--U)"
$A5D4 "BITA (,U)"
$A5D5 "BITA (B,U)"
$A5D6 "BITA (A,U)"
$A5D8 "BITA (x,U)"
$A5D9 "BITA (?,U)"
$A5DB "BITA (D,U)"
$A5E0 "BITA,S+"
$A5E1 "BITA,S++"
$A5E2 "BITA,-S"
$A5E3 "BITA,--S"
$A5E4 "BITA,S"
$A5E5 "BITA B,S"
$A5E6 "BITA A,S"
$A5E8 "BITA x,S"
$A5E9 "BITA ?,S"
$A5EB "BITA D,S"
$A5F1 "BITA (,S++)"
$A5F3 "BITA (,--S)"
$A5F4 "BITA (,S)"
$A5F5 "BITA (B,S)"
$A5F6 "BITA (A,S)"
$A5F8 "BITA (x,S)"
$A5F9 "BITA (?,S)"
$A5FB "BITA (D,S)"
$A600 "LDA s,X"
$A620 "LDA s,Y"
$A640 "LDA s,U"
$A660 "LDA s,S"
$A680 "LDA,X+"
$A681 "LDA,X++"
$A682 "LDA,-X"
$A683 "LDA,--X"
$A684 "LDA,X"
$A685 "LDA B,X"
$A686 "LDA A,X"
$A688 "LDA x,X"
$A689 "LDA ?,X"
$A68B "LDA D,X"
$A68C "LDA x,PCR"
$A68D "LDA ?,PCR"
$A691 "LDA (,X++)"
$A693 "LDA (,--X)"
$A694 "LDA (,X)"
$A695 "LDA (B,X)"
$A696 "LDA (A,X)"
$A698 "LDA (x,X)"
$A699 "LDA (?,X)"
$A69B "LDA (D,X)"
$A69C "LDA (x,PCR)"
